Gene,CellType,Cohort,Diagnosis,Sex,Individual,Residuals
AC010975.1,0.317682678,0.049689431,0.004503166,4.12E-10,0.041074907,0.587049818
AC010976.1,0.081814241,0.283335358,0.021145241,0,0.293856865,0.319848296
AC010978.1,0.159937911,0.11510197,0,0,0.072127481,0.652832638
AC010997.3,0.182301035,0,0,0,0.298125036,0.519573929
AC011092.2,0.025847788,0.392561819,0.267249145,0,0.175490805,0.138850442
AC011246.1,0.764897026,0.006348928,0.005715258,0.00158125,0.014688269,0.20676927
AC011287.1,0.762523773,0.030439879,0,0.002480635,0.040921578,0.163634134
AC011290.1,0.179874003,0.000610208,0,0,0.156723651,0.662792138
AC011330.2,0.091733868,0.051004531,0,0,0.033329226,0.823932374
AC011346.1,0.685618965,0.045705693,0.000861604,1.07E-08,0.100421005,0.167392722
AC011369.1,0.179145942,0.252808239,0.101254804,0.000311189,0.132580775,0.333899052
AC011416.3,0.42457807,0.035361997,0.001630122,0.0029941,0.021126848,0.514308863
AC011416.4,0.76801089,0.011851165,0.003059726,3.53E-09,0.022543894,0.194534321
AC011444.1,0.216808036,0.133985302,0.001984039,0.002569303,0.0747187,0.56993462
AC011447.3,0.268265986,0.011504848,0,2.01E-09,0.211820418,0.508408745
AC011455.6,0.147696406,0.244832682,0.018135918,0.006146361,0.274420849,0.308767783
AC011472.1,0.626365182,0.002290853,0.007499061,0.000788618,0.066107811,0.296948475
AC011474.1,0.736768672,0.025958908,0.001493059,1.04E-09,0.063992464,0.171786896
AC011476.3,0.212084392,0.116207262,0.155483436,1.49E-10,0.264567953,0.251656956
AC011477.9,0.015988691,0.363075734,0.280195579,0.002907745,0.192121322,0.145710929
AC011481.1,0.059467336,0.011467209,0,0.001191187,0.100084043,0.827790225
AC011603.2,0.527837268,0.073239645,6.94E-10,1.25E-08,0.164422501,0.234500573
AC011815.2,0.323986795,0.037422394,0.000753954,0,0.166793824,0.471043034
AC011824.2,0.302496533,0.147450334,0.006559959,1.42E-09,0.041540941,0.501952232
AC011900.1,0.16660779,0.211598168,0.091595083,0.002951302,0.119371577,0.40787608
AC011933.4,0.277391065,0.114543991,0.017214976,0,0.029557859,0.561292109
AC011995.2,0.799421016,0.023506704,0.006099904,0.000142501,0.042362316,0.12846756
AC011997.1,0.278947163,0.037314589,0.000716674,0.006870226,0.279258647,0.3968927
AC012020.1,0.524563362,0.010595422,0.001227862,0.000471543,0.081643838,0.381497973
AC012063.1,0.404194542,0.058237922,0,0.002520233,0.144662646,0.390384657
AC012074.1,0.279818016,0.100267454,4.80E-07,2.22E-07,0.190665362,0.429248466
AC012076.1,0.102428701,0.284705827,0.07376691,2.50E-10,0.169957301,0.369141261
AC012085.2,0.173065243,0.254832841,0.002340649,6.31E-08,0.16611607,0.403645134
AC012178.1,0.632428352,0.015347766,0,0,0.053958511,0.298265371
AC012184.3,0.254813943,0.131196359,0.014074877,5.83E-08,0.23108935,0.368825413
AC012184.4,0.0147726,0.204737001,0.013151742,0.001151081,0.308397356,0.457790219
AC012213.1,0.645089569,0.043515831,0,0.001698008,0.064731854,0.244964738
AC012291.3,0.44432457,0.05613388,0.004843485,0,0.2095798,0.285118265
AC012358.3,0.11805732,0.232175841,0.060504995,0.000347644,0.264886971,0.324027228
AC012363.1,0.219820666,0.040786275,0.004299418,0.01453161,0.255792025,0.464770006
AC012404.1,0.140503484,0.278658318,0.194427865,0,0.07362887,0.312781464
AC012405.1,0.476594905,0.006165043,0.001245353,0,0,0.5159947
AC012409.2,0.411384459,0.049151241,0.010386647,0.000609879,0,0.528467774
AC012414.5,0.173772521,0.0021174,0.006007724,0,0.33191313,0.486189224
AC012442.2,0.428176342,0.050646524,0.004909123,0,0.134576519,0.381691492
AC012459.1,0.500965523,0.114838213,0.041953387,3.64E-10,0.057925702,0.284317176
AC012494.1,0.74395217,0.005619937,0.001459226,0.000607212,0,0.248361454
AC012501.2,0.640395913,0.003388767,5.52E-11,0.003172612,0.025788108,0.327254599
AC012508.1,0.395167314,0.105598713,0.036232912,0.004746785,0.069546481,0.388707795
AC012615.1,0.038484044,0.393066274,0.168848397,0.005712291,0.17090166,0.222987335
AC012636.1,0.412055888,0.031967524,0.007145083,0,0.085797598,0.463033906
AC013265.1,0.835866007,0.011571999,0.000224652,0.000345507,0,0.151991835
AC013287.1,0.838891181,0.01354856,0,0.000370695,0.001780934,0.145408629
AC013460.1,0.410444171,0.029130497,0.025446787,0,0.232141286,0.302837259
AC013652.1,0.742571877,0.030485727,0,0.002929788,0.078081137,0.145931471
AC015712.2,0.624267909,0.000552166,0.004412273,0,0.025064494,0.345703157
AC015813.1,0.205544326,0.223904991,4.91E-10,0.005962352,0.268039604,0.296548725
AC015845.2,0.065975793,0.009051843,0.010165395,5.32E-11,0.609956412,0.304850557
AC015849.3,0.008213579,0.354215611,0.196465289,0.007426433,0.290201835,0.143477253
AC015853.3,0.01720688,0.386678246,0.155214764,0,0.268699489,0.172200621
AC015871.1,0.317537737,0.028835273,0.001271197,1.09E-06,0.071416944,0.580937756
AC015871.4,0.199490568,0.015231326,0.243503503,2.56E-08,0.009425773,0.532348804
AC015871.7,0.234561562,0.037864136,0.004326579,0.004049918,0.05204582,0.667151985
AC015923.1,0.105683471,0.334912794,0.123399021,4.06E-10,0.171808706,0.264196008
AC015943.1,0.600767785,0.031770704,0.003880478,0.003697938,0.029373986,0.33050911
AC015961.2,0.04783799,0.29314703,0.017978108,0,0.160836381,0.480200491
AC015971.1,0.021701721,0.309491968,0.143883308,1.02E-07,0.260610934,0.264311967
AC015983.2,0.873159593,0.001026199,0.000891739,4.57E-11,0.005155733,0.119766736
AC016027.2,0.498552616,0.081628908,0.001133091,0.002404195,0.144404007,0.271877182
AC016042.1,0.201927682,0.22885696,0.007587391,0,0.156425921,0.405202046
AC016065.1,0.001130569,0.024233319,0.008516065,0.934920907,0.006453995,0.024745145
AC016134.1,0.10767687,0.070009287,5.00E-10,0.004734114,0.144478145,0.673101584
AC016152.1,0.395245405,1.39E-10,0,3.23E-10,0.130187202,0.474567392
AC016168.2,0.302810134,0.115753089,0.080505056,0.003245552,0.149744972,0.347941197
AC016583.2,0.228993135,0.015940988,0,0,0.063713503,0.691352374
AC016588.2,0.24748122,0.071274857,0.013991429,1.32E-09,0.189579276,0.477673216
AC016590.1,0.263404129,0.177208217,1.27E-09,0.000632674,0.208246636,0.350508343
AC016597.1,0.907668863,0.001153886,0.000568362,1.16E-11,0.000627098,0.089981792
AC016598.1,0.735539518,0.044309359,0.003648547,3.15E-11,0.025371091,0.191131485
AC016598.2,0.262499388,0.154063879,0.112791475,1.71E-08,0.02964405,0.441001191
AC016687.2,0.586550552,0.0111464,0.00133653,0,0.035509671,0.365456847
AC016705.2,0.532274807,0.000963554,0.028625643,4.01E-11,0.1403834,0.297752596
AC016716.2,0.161485801,0.192048581,0.139458639,0.004371513,0.107800357,0.394835108
AC016717.2,0.62411583,0.003392439,0.169346697,0.000839614,0.018901597,0.183403822
AC016721.1,0.601297765,0.023247261,0.021483989,2.82E-09,0.021810944,0.332160038
AC016723.1,0.268666344,0.126613588,0.00681156,0,0.150791359,0.447117148
AC016727.1,0.230254602,0.026716178,0.007448553,0.001320225,0.11915247,0.615107972
AC016745.1,0.307594835,0,0.000638303,0.007257212,0.088758251,0.595751399
AC016745.2,0.480590175,0.152744433,0.005950046,0.000772998,0.123878276,0.236064072
AC016766.1,0.811642585,0.003780395,4.02E-05,0.000488167,0,0.184048646
AC016821.1,0.733284438,0.011566881,0.00391504,0,0.019415054,0.231818587
AC016831.1,0.417787364,0.041759213,0.009548124,0.000892032,0.129245958,0.400767309
AC016831.5,0.213862973,0.147187353,0.003667747,2.35E-10,0.33431426,0.300967667
AC016831.7,0.261819213,0.204621785,0.01586458,2.00E-09,0.301310291,0.216384129
AC016907.2,0.576893576,0.044378863,0.003858876,0,0.050640091,0.324228594
AC016949.1,0.041410263,0.027722168,0,0.000232591,0.231387564,0.699247415
AC017050.1,0.597571661,0.004426185,0.001103754,0.007937661,0.048540002,0.340420737
AC017083.1,0.205763208,0.159081241,0.074171173,4.36E-10,0.123214252,0.437770125
AC017101.1,0.143663385,0.159989162,0.024157159,0,0.105802398,0.566387897
AC018362.1,0.172830944,0.20510777,0.141227174,0.001998227,0.145707148,0.333128738
AC018450.1,0.49775567,0,0,0,0.090323121,0.411921209
AC018462.1,0.017789758,0.417723059,0.118359258,0,0.253521233,0.192606693
AC018467.1,0.700924313,0.022215779,3.83E-10,6.52E-11,0.026670544,0.250189364
AC018557.1,0.123208949,0.081060448,9.84E-11,1.05E-08,0.134686214,0.661044379
AC018557.3,0.043575783,0.232541537,0.01985854,0,0.247145623,0.456878518
AC018638.7,0.084829036,0.064192375,7.54E-05,0,0.16220018,0.688703044
AC018647.1,0.575015457,0.038793252,0.012443254,0,0,0.373748037
AC018647.3,0.380658918,0.062624347,0,1.74E-10,0.093473309,0.463243426
AC018682.1,0.181299192,0.151196417,0.148675252,0.002316577,0.090510143,0.426002418
AC018685.2,0.738408532,0.030836838,0.003356536,0,0.037368536,0.190029558
AC018697.1,0.654390632,0.016724393,0,0.006632756,0.041998618,0.2802536
AC018730.1,0.642941493,0.002704221,0.014905368,0,0.126942815,0.212506104
AC018754.1,0.433619105,0,0,0,0.091108258,0.475272636
AC018797.3,0.013619304,0.369647396,0.071839732,0,0.252911158,0.291982409
AC018816.1,0.140588186,0.195364626,0.116803446,0.002425637,0.14137808,0.403440025
AC019068.1,0.289173906,0.00538333,0,6.44E-10,0.049142738,0.656300025
AC019077.1,0.033462599,0.010478602,0.002516534,0,0.161645021,0.791897244
AC019080.1,0.215489811,0.07879944,0.005506733,0.002305846,0.051065731,0.64683244
AC019117.2,0.399541328,0.016360005,0.003527368,0,0.203380139,0.377191159
AC019118.2,0.699514872,0.037984807,0,0.002187571,0.09737798,0.16293477
AC019130.1,0.008097556,0.398907306,0.230197462,2.56E-10,0.175923599,0.186874076
AC019131.1,0.381729793,0.015812229,0.002427644,1.18E-10,0.076669477,0.523360856
AC019197.1,0.491072001,0.110256259,2.20E-09,4.28E-10,0.100860346,0.297811391
AC019205.1,0.534588454,0.064456462,0,1.15E-09,0.189514149,0.211440934
AC019211.1,0.847279195,0.026890204,0.001863673,0.00034538,0.01301569,0.110605858
AC019257.1,0.521346713,0.019611429,3.53E-10,5.51E-07,0.010675135,0.448366171
AC020558.1,0.28282092,0.034849663,0,0.017675619,0.186642515,0.478011282
AC020611.2,0.152823148,0.151269827,0.018457703,1.03E-10,0.072223908,0.605225414
AC020661.3,0.004663082,0.343850488,0.196841236,0.003153389,0.267207654,0.184284151
AC020687.1,0.351821158,0.025726219,9.93E-09,0.000923997,0.054323595,0.56720502
AC020704.1,0.653626047,0.022259881,0.015664375,0.0002759,0.035497222,0.272676575
AC020741.1,0.062714502,0.175631075,0.226042718,0,0.240189043,0.295422663
AC020892.2,0.080261329,0.306038665,0.118746688,4.19E-05,0.157384679,0.337526777
AC020907.1,0.476261312,0.026300501,0.002295101,0,0.002028992,0.493114094
AC020911.2,0.181027751,0.05309442,0.00640501,0,0.25956033,0.499912489
AC020915.2,0.099434157,0.008432144,0,0.001032034,0.201811165,0.6892905
AC020916.1,0.495501686,0.008343434,0.004167353,0,0.012271299,0.479716229
AC020930.1,0.694590966,0.02369462,0.004440418,0,0,0.277273996
AC021054.1,0.418505031,0.044397064,0.003163051,9.01E-05,0.00571041,0.528134321
AC021086.1,0.579639882,0.020247043,0.001934912,8.88E-11,0.045396684,0.352781479
AC021092.1,0.033215787,0.366418241,0.115669379,1.94E-10,0.127655011,0.357041582
AC021097.1,0.036543855,0.360140511,0.096422469,0.027903642,0.176998782,0.301990741
AC021127.1,0.61738889,0.020852019,0.007371541,0,0.043721557,0.310665992
AC021134.1,0.7971976,0.010160811,0.003442066,0.004948084,0.011475189,0.17277625
AC021231.1,0.551314493,0.030239212,0.011210171,6.74E-11,0.208085031,0.199151092
AC021594.2,0.68648319,0.007619304,0.000532931,0,0.031446319,0.273918257
AC021613.1,0.744855691,0.002891813,0.000419845,0,0.031838567,0.219994083
AC021660.4,0.585266139,0.026110629,0,0,0.03492336,0.353699872
AC021733.4,0.739137794,0.020005667,3.20E-11,0,0.058075379,0.18278116
AC021752.1,0.533517084,0.033884454,0.008238873,1.42E-10,0.121553223,0.302806365
AC021851.1,0.296641386,0.283293995,1.24E-10,0,0.111092406,0.308972214
AC021851.2,0.35131213,0.102723717,0.002835795,0,0.201908572,0.341219785
AC022031.2,0.305931051,0.016741451,0.004091961,2.23E-09,0.132141583,0.541093952
AC022098.1,0.560214227,0.037316921,0.005992029,0.000218225,0.033828212,0.362430386
AC022126.1,0.546671968,0.00614411,0,0.006763042,0.002166382,0.438254498
AC022137.4,0.065964556,0.309283273,0.180401141,0.001591512,0.17527685,0.267482669
AC022146.2,0.030307274,0.397978629,0.209496817,0.004909245,0.225768158,0.131539876
AC022167.2,0.053475635,0.03790926,0.00594895,0,0.103576055,0.799090101
AC022210.2,0.222046252,0.226619542,0.10039698,0,0.230560542,0.220376685
AC022325.2,0.740696404,0.004771466,3.64E-10,0.000906603,0.034009055,0.219616473
AC022382.2,0.295821113,0.089338464,0.018655308,0.009342889,0.08497353,0.501868697
AC022395.1,0.075087667,0.209386288,0.00626542,1.04E-06,0.266515063,0.44274452
AC022400.4,0.176683282,0.010096722,0.012804425,0,0.111710037,0.688705534
AC022469.1,0.233930242,0.193908769,0.008738631,4.70E-10,0.234757757,0.328664601
AC022509.2,0.560471244,0,0.000103649,0,0.019799789,0.419625318
AC022523.1,0.875141691,0.000401005,0,0,0.002806636,0.121650669
AC022558.2,0.174152713,0.241057883,0.073000327,9.41E-08,0.166114849,0.345674134
AC022613.3,0.450147215,0.040953406,0.006697005,0.006241536,0.120987198,0.374973639
AC022872.1,0.025279589,0.320345761,0.086067214,0,0.29026569,0.278041745
AC022893.1,0.137823004,0.230954381,1.13E-09,0,0.296679786,0.334542827
AC022893.2,0.467989317,0.049275422,0.129687615,0.001427939,0.04258656,0.309033148
AC023051.1,0.307099003,0.068427857,0.002253554,2.37E-08,0.040317266,0.581902296
AC023095.1,0.671681528,0.010898065,0.000745873,0.000349033,0.031316228,0.285009274
AC023282.1,0.760136699,0,0.003674317,4.99E-11,0.002281763,0.23390722
AC023385.1,0.062355592,0.066255008,0.003398937,0.000645937,0.169344026,0.698000501
AC023389.1,0.080511629,0.341334687,0.06311544,0.001345906,0.228150409,0.28554193
AC023421.2,0.191036226,4.95E-10,0.00104318,0,0.043022573,0.764898021
AC023424.3,0.06024189,0.408784561,0.190574767,1.14E-09,0.167102244,0.173296537
AC023480.1,0.733700177,0.016655347,0.002472248,2.37E-11,0.053899375,0.193272853
AC023481.1,0.592759292,0.011837577,0,0,0.03809553,0.357307601
AC023509.6,0.255601126,0.231217586,0.006110048,2.12E-10,0.136602575,0.370468664
AC023590.1,0.108129285,0.316342356,0.231488959,0,0.156343469,0.187695932
AC023593.1,0.482866386,0.048015565,2.11E-10,0,0.031911033,0.437207016
AC023632.2,0.451501215,0.036929926,7.84E-09,0.0123564,0.077270574,0.421941877
AC024060.2,0.081771366,0.326715477,0.007252377,1.05E-10,0.05054078,0.533719999
AC024075.1,0.020956986,0.10692953,0.012653479,1.36E-09,0.225840219,0.633619785
AC024075.2,0.033074762,0.167280558,0.020576614,0.000731953,0.115197435,0.663138678
AC024145.1,0.307013674,0.102611765,0.000203791,3.31E-09,0.066921769,0.523248998
AC024257.3,0.500836877,0.028979476,0.015043373,1.59E-09,0.054788814,0.400351459
AC024270.5,0.284422303,0.080650439,0.024581806,0,0.120543902,0.489801551
AC024558.2,0.391766245,0.080058127,0.019633434,0.005694081,0.153514039,0.349334075
AC024560.4,0.303846691,0.074096478,0.013391603,0.007436099,0.126070173,0.475158956
AC024560.5,0.013961995,0.399263444,0.193122481,0,0.172600469,0.221051611
AC024588.1,0.230023763,0.021319009,0,4.17E-10,0.066732924,0.681924303
AC024597.1,0.445198739,0.026835948,0.000326503,2.45E-08,0.070302802,0.457335983
AC024610.2,0.829495628,0.023454746,0,1.34E-10,0.021330227,0.125719399
AC024614.4,0.710416911,0.016948511,0.013383589,0.006399765,0.022098108,0.230753115
AC024619.3,0.158842338,0.246219865,0.116600703,2.05E-10,0.111983957,0.366353136
AC024901.1,0.688680922,0.040847998,0,0,0.124312243,0.146158838
AC025034.1,0.296402566,0.047351799,0.010485087,0,0.193762779,0.451997769
AC025043.1,0.014857922,0.329914272,0.264454873,0.009859461,0.280059167,0.100854304
AC025048.2,0.318380985,0.037312869,0,0.011126499,0.142483026,0.490696621
AC025159.1,0.345286428,0.017029312,4.75E-10,0,0.403773824,0.233910435
AC025164.1,0.47201322,0.031438494,0.000357381,0.001656236,0.009586771,0.484947898
AC025165.2,0.050699523,0.327264779,0.059390672,0,0.269955189,0.292689837
AC025171.1,0.607404688,0,0.009639445,0.000190282,0.068539659,0.314225926
AC025171.2,0.772472603,0.000712055,0,0,0.005642019,0.221173323
AC025178.1,0.089018184,0.083474295,0,0,0.155586721,0.671920799
AC025262.1,0.296881369,0.08214061,0.023913195,4.82E-10,0.167681022,0.429383803
AC025265.1,0.368828448,0.046691625,0.009291552,0,0.163504093,0.411684282
AC025283.2,0.629211309,0.009719883,0.004375579,0.001834578,0.119975981,0.234882671
AC025569.1,0.766293367,0.005728041,0.002307879,0.000442739,0,0.225227974
AC025580.2,0.124073409,0.145486046,0.013163292,8.41E-11,0.178937648,0.538339605
AC025580.3,0.360325112,0.123315633,0.036825995,0.008581847,0.127579078,0.343372336
AC025682.1,0.273844123,0.049357365,0.031687757,0.009289857,0.293380191,0.342440708
AC025774.1,0.386030658,0.009481968,0,0.001198869,0.138042281,0.465246225
AC025809.1,0.779037142,0.01850334,0.010208328,6.65E-07,0.06044922,0.131801305
AC025887.2,0.706682113,0.028121252,0.003715087,0.003233345,0.058171807,0.200076396
AC026167.1,0.401334911,0.005303657,0.010827308,0.003264185,0.107709624,0.471560315
AC026202.2,0.04723648,0.409641432,0.17629666,2.92E-11,0.234410902,0.132414526
AC026316.5,0.352435206,0.024991776,2.28E-10,0,0,0.622573018
AC026341.1,0.58179764,0.021675076,0,0.001059839,0.055983405,0.33948404
AC026356.2,0.382307825,0.03158502,8.03E-09,0,0.080922544,0.505184604
AC026471.1,0.056321767,0.067951263,0.004016283,0.00358466,0.19698979,0.671136237
AC026471.4,0.281379273,0.125932363,0,0.011943294,0.116672815,0.464072255
AC026689.1,0.267071698,0.195420445,0.057524264,0.007982712,0.096458388,0.375542493
AC026704.1,0.148909039,0.30735158,0.023320947,0,0.23963147,0.280786963
AC026803.3,0.164882516,0.277518741,0.136845925,0.000721012,0.076967054,0.343064752
AC026979.2,0.083329875,0.334042759,0.172018276,0.000792065,0.157529271,0.252287754
AC026979.4,0.195404676,0,0,0.001552752,0.227284536,0.575758036
AC027018.1,0.014707049,0.44919558,0.118632088,0,0.279808578,0.137656705
AC027031.2,0.329859762,0.164990318,0.0813306,0.000694212,0.141225289,0.281899819
AC027097.2,0.657142847,0.014608911,0,0.000949283,0.01444591,0.312853049
AC027117.2,0.833483699,3.57E-06,0,0,0.00282408,0.163688655
AC027243.3,0.123361828,0.223448408,0.06155615,0,0.106020574,0.485613041
AC027251.1,0.23979211,0.257108374,0.007112007,1.04E-10,0.128018166,0.367969343
AC027279.1,0.585097532,0.061906542,0,0,0.04742885,0.305567076
AC027288.3,0.340221423,0.201231027,0.096928245,1.13E-10,0.098361232,0.263258073
AC027601.6,0.400387032,0.094972194,0.020874736,8.37E-11,0.080075071,0.403690967
AC027682.4,0.287402271,0.139977128,0.016355386,0,0.141006222,0.415258993
AC027682.6,0.332102767,0.135851568,0.010476721,0,0.088703576,0.432865369
AC027698.1,0.229301307,0.187226087,0.085005239,0.000163393,0.058311401,0.439992572
AC034111.1,0.098757871,0.07494714,0,0,0.130448523,0.695846465
AC034111.2,0.588529797,1.10E-09,0.000768067,1.89E-10,0.079099191,0.331602944
AC034114.2,0.011549145,0.034577023,1.65E-09,2.30E-09,0.346168846,0.607704982
AC034139.1,0.327694302,0.238314465,0.005247603,0.008240886,0.154515613,0.265987131
AC034195.1,0.383050284,0.091418912,0,3.71E-09,0.191539196,0.333991604
AC034268.2,0.705989639,0.021417992,0.001523082,0.004072654,0.026141103,0.24085553
AC036108.1,0.616051434,0.027020036,6.25E-08,2.73E-08,0.176017143,0.180911298
AC036176.1,0.429681368,0.047067958,0.041183067,0.002705285,0.067701426,0.411660895
AC036214.1,0.795590064,0.001189982,3.07E-09,0.001685928,0.005966619,0.195567404
